hhst_id,ea,haushalt,einzelplan,aufgabenbereich,bereich_code,bereich,untergruppe_code,untergruppe,einrichtung_code,einrichtung,posten,themen,route_einrichtung,route_posten,route_themen
0000.1198,E,verwaltung,0,Allgemeine Verwaltung,00,Bürgermeister & Stadtrat,000,,0000,Bürgermeister und Stadträte,Umsatzsteuer aus steuer- pflichtigen Entgelten,Verwaltung & Finanzen,/einrichtung/0000,/posten/0000.1198,/themen/verwaltung_finanzen
0000.1650,E,verwaltung,0,Allgemeine Verwaltung,00,Bürgermeister & Stadtrat,000,,0000,Bürgermeister und Stadträte,Erstattungen durch kommunale Sonderrechnungen,Verwaltung & Finanzen,/einrichtung/0000,/posten/0000.1650,/themen/verwaltung_finanzen
0000.1651,E,verwaltung,0,Allgemeine Verwaltung,00,Bürgermeister & Stadtrat,000,,0000,Bürgermeister und Stadträte,Verwaltungskostenbeitrag,Verwaltung & Finanzen,/einrichtung/0000,/posten/0000.1651,/themen/verwaltung_finanzen
0000.1692,E,verwaltung,0,Allgemeine Verwaltung,00,Bürgermeister & Stadtrat,000,,0000,Bürgermeister und Stadträte,Innere Verrechnungen Verwaltungskostenbeiträge,Verwaltung & Finanzen,/einrichtung/0000,/posten/0000.1692,/themen/verwaltung_finanzen
0000.3454,E,vermoegen,0,Allgemeine Verwaltung,00,Bürgermeister & Stadtrat,000,,0000,Bürgermeister und Stadträte,Verkauf von Fahrzeugen und Zubehör,Verwaltung & Finanzen,/einrichtung/0000,/posten/0000.3454,/themen/verwaltung_finanzen
0000.4090,A,verwaltung,0,Allgemeine Verwaltung,00,Bürgermeister & Stadtrat,000,,0000,Bürgermeister und Stadträte,Aufwendungen für ehrenamtliche Tätigkeit,Verwaltung & Finanzen,/einrichtung/0000,/posten/0000.4090,/themen/verwaltung_finanzen
0000.4097,A,verwaltung,0,Allgemeine Verwaltung,00,Bürgermeister & Stadtrat,000,,0000,Bürgermeister und Stadträte,Aufwendungen für ehrenamtliche Tätigkeit -Verwaltungsdienst-,Verwaltung & Finanzen,/einrichtung/0000,/posten/0000.4097,/themen/verwaltung_finanzen
0000.4098,A,verwaltung,0,Allgemeine Verwaltung,00,Bürgermeister & Stadtrat,000,,0000,Bürgermeister und Stadträte,Aufwendungen für ehrenamtliche Tätigkeit -Sonderdienste-,Verwaltung & Finanzen,/einrichtung/0000,/posten/0000.4098,/themen/verwaltung_finanzen
0000.4099,A,verwaltung,0,Allgemeine Verwaltung,00,Bürgermeister & Stadtrat,000,,0000,Bürgermeister und Stadträte,Aufwendungen für ehrenamtliche Tätigkeit -sonstiges Personal-,Verwaltung & Finanzen,/einrichtung/0000,/posten/0000.4099,/themen/verwaltung_finanzen
0000.4100,A,verwaltung,0,Allgemeine Verwaltung,00,Bürgermeister & Stadtrat,000,,0000,Bürgermeister und Stadträte,Beamtenbezüge,Verwaltung & Finanzen,/einrichtung/0000,/posten/0000.4100,/themen/verwaltung_finanzen
0000.4110,A,verwaltung,0,Allgemeine Verwaltung,00,Bürgermeister & Stadtrat,000,,0000,Bürgermeister und Stadträte,,Verwaltung & Finanzen,/einrichtung/0000,/posten/0000.4110,/themen/verwaltung_finanzen
0000.4140,A,verwaltung,0,Allgemeine Verwaltung,00,Bürgermeister & Stadtrat,000,,0000,Bürgermeister und Stadträte,Entgelte für tariflich Be- schäftigte,Verwaltung & Finanzen,/einrichtung/0000,/posten/0000.4140,/themen/verwaltung_finanzen
0000.4210,A,verwaltung,0,Allgemeine Verwaltung,00,Bürgermeister & Stadtrat,000,,0000,Bürgermeister und Stadträte,,Verwaltung & Finanzen,/einrichtung/0000,/posten/0000.4210,/themen/verwaltung_finanzen
0000.4300,A,verwaltung,0,Allgemeine Verwaltung,00,Bürgermeister & Stadtrat,000,,0000,Bürgermeister und Stadträte,Beiträge zu Versorgungskassen 'Beamte',Verwaltung & Finanzen,/einrichtung/0000,/posten/0000.4300,/themen/verwaltung_finanzen
0000.4340,A,verwaltung,0,Allgemeine Verwaltung,00,Bürgermeister & Stadtrat,000,,0000,Bürgermeister und Stadträte,Beiträge zu Versorgungskassen 'Tariflich Beschäftigte',Verwaltung & Finanzen,/einrichtung/0000,/posten/0000.4340,/themen/verwaltung_finanzen
0000.4440,A,verwaltung,0,Allgemeine Verwaltung,00,Bürgermeister & Stadtrat,000,,0000,Bürgermeister und Stadträte,Beiträge zur gesetzlichen Sozialversicherung 'Tariflich Beschäftigte',Verwaltung & Finanzen,/einrichtung/0000,/posten/0000.4440,/themen/verwaltung_finanzen
0000.4488,A,verwaltung,0,Allgemeine Verwaltung,00,Bürgermeister & Stadtrat,000,,0000,Bürgermeister und Stadträte,Sozialvers.Beiträge 'Sonstige' -Sonderdienste-,Verwaltung & Finanzen,/einrichtung/0000,/posten/0000.4488,/themen/verwaltung_finanzen
0000.4590,A,verwaltung,0,Allgemeine Verwaltung,00,Bürgermeister & Stadtrat,000,,0000,Bürgermeister und Stadträte,"Beihilfen,Unterstützungen u.ä.",Verwaltung & Finanzen,/einrichtung/0000,/posten/0000.4590,/themen/verwaltung_finanzen
0000.5200,A,verwaltung,0,Allgemeine Verwaltung,00,Bürgermeister & Stadtrat,000,,0000,Bürgermeister und Stadträte,Verwaltungs- und Zweck- ausstattung,Verwaltung & Finanzen,/einrichtung/0000,/posten/0000.5200,/themen/verwaltung_finanzen
0000.5510,A,verwaltung,0,Allgemeine Verwaltung,00,Bürgermeister & Stadtrat,000,,0000,Bürgermeister und Stadträte,Unterhalt der Fahrzeuge,Verwaltung & Finanzen,/einrichtung/0000,/posten/0000.5510,/themen/verwaltung_finanzen
0000.5620,A,verwaltung,0,Allgemeine Verwaltung,00,Bürgermeister & Stadtrat,000,,0000,Bürgermeister und Stadträte,"Aus- und Fortbildung, Umschulung",Verwaltung & Finanzen,/einrichtung/0000,/posten/0000.5620,/themen/verwaltung_finanzen
0000.5622,A,verwaltung,0,Allgemeine Verwaltung,00,Bürgermeister & Stadtrat,000,,0000,Bürgermeister und Stadträte,Fahrtkosten für Fortbildung,Verwaltung & Finanzen,/einrichtung/0000,/posten/0000.5622,/themen/verwaltung_finanzen
0000.6300,A,verwaltung,0,Allgemeine Verwaltung,00,Bürgermeister & Stadtrat,000,,0000,Bürgermeister und Stadträte,"Verschiedene Aufwendungen für Verwaltung, Veranstaltungen",Verwaltung & Finanzen,/einrichtung/0000,/posten/0000.6300,/themen/verwaltung_finanzen
0000.6316,A,verwaltung,0,Allgemeine Verwaltung,00,Bürgermeister & Stadtrat,000,,0000,Bürgermeister und Stadträte,Veranstaltung,Verwaltung & Finanzen,/einrichtung/0000,/posten/0000.6316,/themen/verwaltung_finanzen
0000.6329,A,verwaltung,0,Allgemeine Verwaltung,00,Bürgermeister & Stadtrat,000,,0000,Bürgermeister und Stadträte,Sonstiger verschiedener Betriebsaufwand,Verwaltung & Finanzen,/einrichtung/0000,/posten/0000.6329,/themen/verwaltung_finanzen
0000.6410,A,verwaltung,0,Allgemeine Verwaltung,00,Bürgermeister & Stadtrat,000,,0000,Bürgermeister und Stadträte,USt-Zahllast an das FA,Verwaltung & Finanzen,/einrichtung/0000,/posten/0000.6410,/themen/verwaltung_finanzen
0000.6450,A,verwaltung,0,Allgemeine Verwaltung,00,Bürgermeister & Stadtrat,000,,0000,Bürgermeister und Stadträte,Unfallversicherung (auch gesetzliche Unfallvers.),Verwaltung & Finanzen,/einrichtung/0000,/posten/0000.6450,/themen/verwaltung_finanzen
0000.6500,A,verwaltung,0,Allgemeine Verwaltung,00,Bürgermeister & Stadtrat,000,,0000,Bürgermeister und Stadträte,Bürobedarf,Verwaltung & Finanzen,/einrichtung/0000,/posten/0000.6500,/themen/verwaltung_finanzen
0000.6510,A,verwaltung,0,Allgemeine Verwaltung,00,Bürgermeister & Stadtrat,000,,0000,Bürgermeister und Stadträte,"Bücher, Zeitschriften u.ä.",Verwaltung & Finanzen,/einrichtung/0000,/posten/0000.6510,/themen/verwaltung_finanzen
0000.6520,A,verwaltung,0,Allgemeine Verwaltung,00,Bürgermeister & Stadtrat,000,,0000,Bürgermeister und Stadträte,Telefon-/Handygebühren,Verwaltung & Finanzen,/einrichtung/0000,/posten/0000.6520,/themen/verwaltung_finanzen
0000.6522,A,verwaltung,0,Allgemeine Verwaltung,00,Bürgermeister & Stadtrat,000,,0000,Bürgermeister und Stadträte,Telefonanlagen,Verwaltung & Finanzen,/einrichtung/0000,/posten/0000.6522,/themen/verwaltung_finanzen
0000.6540,A,verwaltung,0,Allgemeine Verwaltung,00,Bürgermeister & Stadtrat,000,,0000,Bürgermeister und Stadträte,Dienstreisen,Verwaltung & Finanzen,/einrichtung/0000,/posten/0000.6540,/themen/verwaltung_finanzen
0000.6550,A,verwaltung,0,Allgemeine Verwaltung,00,Bürgermeister & Stadtrat,000,,0000,Bürgermeister und Stadträte,"Sachverständigenkosten, Gerichtskosten u.ä.",Verwaltung & Finanzen,/einrichtung/0000,/posten/0000.6550,/themen/verwaltung_finanzen
0000.6600,A,verwaltung,0,Allgemeine Verwaltung,00,Bürgermeister & Stadtrat,000,,0000,Bürgermeister und Stadträte,Verfügungsmittel,Verwaltung & Finanzen,/einrichtung/0000,/posten/0000.6600,/themen/verwaltung_finanzen
0000.6790,A,verwaltung,0,Allgemeine Verwaltung,00,Bürgermeister & Stadtrat,000,,0000,Bürgermeister und Stadträte,Innere Verrechnungen Bauhof,Verwaltung & Finanzen,/einrichtung/0000,/posten/0000.6790,/themen/verwaltung_finanzen
0000.7180,A,verwaltung,0,Allgemeine Verwaltung,00,Bürgermeister & Stadtrat,000,,0000,Bürgermeister und Stadträte,Zuschüsse für lfd. Zwecke an die übrigen Bereiche,Verwaltung & Finanzen,/einrichtung/0000,/posten/0000.7180,/themen/verwaltung_finanzen
0000.9350,A,vermoegen,0,Allgemeine Verwaltung,00,Bürgermeister & Stadtrat,000,,0000,Bürgermeister und Stadträte,Erwerb von beweglichen Sachen des Anlagevermögens,Verwaltung & Finanzen,/einrichtung/0000,/posten/0000.9350,/themen/verwaltung_finanzen
0000.9357,A,vermoegen,0,Allgemeine Verwaltung,00,Bürgermeister & Stadtrat,000,,0000,Bürgermeister und Stadträte,Beschaffung von Fahrzeugen,Verwaltung & Finanzen,/einrichtung/0000,/posten/0000.9357,/themen/verwaltung_finanzen
0200.1198,E,verwaltung,0,Allgemeine Verwaltung,02,Geschäftsleitung & Hauptverwaltung,020,,0200,Geschäftsleitung,Umsatzsteuer aus steuer- pflichtigen Entgelten,Verwaltung & Finanzen,/einrichtung/0200,/posten/0200.1198,/themen/verwaltung_finanzen
0200.1590,E,verwaltung,0,Allgemeine Verwaltung,02,Geschäftsleitung & Hauptverwaltung,020,,0200,Geschäftsleitung,Verschiedene Verwaltungs- und Betriebseinnahmen,Verwaltung & Finanzen,/einrichtung/0200,/posten/0200.1590,/themen/verwaltung_finanzen
0200.1599,E,verwaltung,0,Allgemeine Verwaltung,02,Geschäftsleitung & Hauptverwaltung,020,,0200,Geschäftsleitung,Vermischte Einnahmen,Verwaltung & Finanzen,/einrichtung/0200,/posten/0200.1599,/themen/verwaltung_finanzen
0200.1650,E,verwaltung,0,Allgemeine Verwaltung,02,Geschäftsleitung & Hauptverwaltung,020,,0200,Geschäftsleitung,Erstattungen durch kommunale Sonderrechnungen,Verwaltung & Finanzen,/einrichtung/0200,/posten/0200.1650,/themen/verwaltung_finanzen
0200.1692,E,verwaltung,0,Allgemeine Verwaltung,02,Geschäftsleitung & Hauptverwaltung,020,,0200,Geschäftsleitung,Innere Verrechnungen Verwaltungskostenbeiträge,Verwaltung & Finanzen,/einrichtung/0200,/posten/0200.1692,/themen/verwaltung_finanzen
0200.1740,E,verwaltung,0,Allgemeine Verwaltung,02,Geschäftsleitung & Hauptverwaltung,020,,0200,Geschäftsleitung,Zuweisungen für lfd. Zwecke von der gesetzlichen Sozial- versicherung,Verwaltung & Finanzen,/einrichtung/0200,/posten/0200.1740,/themen/verwaltung_finanzen
0200.4107,A,verwaltung,0,Allgemeine Verwaltung,02,Geschäftsleitung & Hauptverwaltung,020,,0200,Geschäftsleitung,Beamtenbezüge -Verwaltungsdienst-,Verwaltung & Finanzen,/einrichtung/0200,/posten/0200.4107,/themen/verwaltung_finanzen
0200.4110,A,verwaltung,0,Allgemeine Verwaltung,02,Geschäftsleitung & Hauptverwaltung,020,,0200,Geschäftsleitung,,Verwaltung & Finanzen,/einrichtung/0200,/posten/0200.4110,/themen/verwaltung_finanzen
0200.4140,A,verwaltung,0,Allgemeine Verwaltung,02,Geschäftsleitung & Hauptverwaltung,020,,0200,Geschäftsleitung,Entgelte für tariflich Be- schäftigte,Verwaltung & Finanzen,/einrichtung/0200,/posten/0200.4140,/themen/verwaltung_finanzen
0200.4210,A,verwaltung,0,Allgemeine Verwaltung,02,Geschäftsleitung & Hauptverwaltung,020,,0200,Geschäftsleitung,,Verwaltung & Finanzen,/einrichtung/0200,/posten/0200.4210,/themen/verwaltung_finanzen
0200.4307,A,verwaltung,0,Allgemeine Verwaltung,02,Geschäftsleitung & Hauptverwaltung,020,,0200,Geschäftsleitung,Beiträge zu Versorgungskassen 'Beamte' -Verwaltungsdienst-,Verwaltung & Finanzen,/einrichtung/0200,/posten/0200.4307,/themen/verwaltung_finanzen
0200.4340,A,verwaltung,0,Allgemeine Verwaltung,02,Geschäftsleitung & Hauptverwaltung,020,,0200,Geschäftsleitung,Beiträge zu Versorgungskassen 'Tariflich Beschäftigte',Verwaltung & Finanzen,/einrichtung/0200,/posten/0200.4340,/themen/verwaltung_finanzen
0200.4440,A,verwaltung,0,Allgemeine Verwaltung,02,Geschäftsleitung & Hauptverwaltung,020,,0200,Geschäftsleitung,Beiträge zur gesetzlichen Sozialversicherung 'Tariflich Beschäftigte',Verwaltung & Finanzen,/einrichtung/0200,/posten/0200.4440,/themen/verwaltung_finanzen
0200.4590,A,verwaltung,0,Allgemeine Verwaltung,02,Geschäftsleitung & Hauptverwaltung,020,,0200,Geschäftsleitung,"Beihilfen,Unterstützungen u.ä.",Verwaltung & Finanzen,/einrichtung/0200,/posten/0200.4590,/themen/verwaltung_finanzen
0200.5200,A,verwaltung,0,Allgemeine Verwaltung,02,Geschäftsleitung & Hauptverwaltung,020,,0200,Geschäftsleitung,Verwaltungs- und Zweck- ausstattung,Verwaltung & Finanzen,/einrichtung/0200,/posten/0200.5200,/themen/verwaltung_finanzen
0200.5620,A,verwaltung,0,Allgemeine Verwaltung,02,Geschäftsleitung & Hauptverwaltung,020,,0200,Geschäftsleitung,"Aus- und Fortbildung, Umschulung",Verwaltung & Finanzen,/einrichtung/0200,/posten/0200.5620,/themen/verwaltung_finanzen
0200.5622,A,verwaltung,0,Allgemeine Verwaltung,02,Geschäftsleitung & Hauptverwaltung,020,,0200,Geschäftsleitung,Fahrtkosten für Fortbildung,Verwaltung & Finanzen,/einrichtung/0200,/posten/0200.5622,/themen/verwaltung_finanzen
0200.6312,A,verwaltung,0,Allgemeine Verwaltung,02,Geschäftsleitung & Hauptverwaltung,020,,0200,Geschäftsleitung,"Feiern, Ehrungen",Verwaltung & Finanzen,/einrichtung/0200,/posten/0200.6312,/themen/verwaltung_finanzen
0200.6313,A,verwaltung,0,Allgemeine Verwaltung,02,Geschäftsleitung & Hauptverwaltung,020,,0200,Geschäftsleitung,"Belohnungen, Preise",Verwaltung & Finanzen,/einrichtung/0200,/posten/0200.6313,/themen/verwaltung_finanzen
0200.6321,A,verwaltung,0,Allgemeine Verwaltung,02,Geschäftsleitung & Hauptverwaltung,020,,0200,Geschäftsleitung,Öffentlichkeitsarbeit,Verwaltung & Finanzen,/einrichtung/0200,/posten/0200.6321,/themen/verwaltung_finanzen
0200.6322,A,verwaltung,0,Allgemeine Verwaltung,02,Geschäftsleitung & Hauptverwaltung,020,,0200,Geschäftsleitung,EDV-Kosten an Dritte,Verwaltung & Finanzen,/einrichtung/0200,/posten/0200.6322,/themen/verwaltung_finanzen
0200.6329,A,verwaltung,0,Allgemeine Verwaltung,02,Geschäftsleitung & Hauptverwaltung,020,,0200,Geschäftsleitung,Sonstiger verschiedener Betriebsaufwand,Verwaltung & Finanzen,/einrichtung/0200,/posten/0200.6329,/themen/verwaltung_finanzen
0200.6410,A,verwaltung,0,Allgemeine Verwaltung,02,Geschäftsleitung & Hauptverwaltung,020,,0200,Geschäftsleitung,USt-Zahllast an das FA,Verwaltung & Finanzen,/einrichtung/0200,/posten/0200.6410,/themen/verwaltung_finanzen
0200.6430,A,verwaltung,0,Allgemeine Verwaltung,02,Geschäftsleitung & Hauptverwaltung,020,,0200,Geschäftsleitung,Haftpflichtversicherungen,Verwaltung & Finanzen,/einrichtung/0200,/posten/0200.6430,/themen/verwaltung_finanzen
0200.6443,A,verwaltung,0,Allgemeine Verwaltung,02,Geschäftsleitung & Hauptverwaltung,020,,0200,Geschäftsleitung,Rechtsschutzversicherung,Verwaltung & Finanzen,/einrichtung/0200,/posten/0200.6443,/themen/verwaltung_finanzen
0200.6450,A,verwaltung,0,Allgemeine Verwaltung,02,Geschäftsleitung & Hauptverwaltung,020,,0200,Geschäftsleitung,Unfallversicherung (auch gesetzliche Unfallvers.),Verwaltung & Finanzen,/einrichtung/0200,/posten/0200.6450,/themen/verwaltung_finanzen
0200.6500,A,verwaltung,0,Allgemeine Verwaltung,02,Geschäftsleitung & Hauptverwaltung,020,,0200,Geschäftsleitung,Bürobedarf,Verwaltung & Finanzen,/einrichtung/0200,/posten/0200.6500,/themen/verwaltung_finanzen
0200.6510,A,verwaltung,0,Allgemeine Verwaltung,02,Geschäftsleitung & Hauptverwaltung,020,,0200,Geschäftsleitung,"Bücher, Zeitschriften u.ä.",Verwaltung & Finanzen,/einrichtung/0200,/posten/0200.6510,/themen/verwaltung_finanzen
0200.6540,A,verwaltung,0,Allgemeine Verwaltung,02,Geschäftsleitung & Hauptverwaltung,020,,0200,Geschäftsleitung,Dienstreisen,Verwaltung & Finanzen,/einrichtung/0200,/posten/0200.6540,/themen/verwaltung_finanzen
0200.6550,A,verwaltung,0,Allgemeine Verwaltung,02,Geschäftsleitung & Hauptverwaltung,020,,0200,Geschäftsleitung,"Sachverständigenkosten, Gerichtskosten u.ä.",Verwaltung & Finanzen,/einrichtung/0200,/posten/0200.6550,/themen/verwaltung_finanzen
0200.6583,A,verwaltung,0,Allgemeine Verwaltung,02,Geschäftsleitung & Hauptverwaltung,020,,0200,Geschäftsleitung,"Kranzspenden, Nachrufe",Verwaltung & Finanzen,/einrichtung/0200,/posten/0200.6583,/themen/verwaltung_finanzen
0200.6589,A,verwaltung,0,Allgemeine Verwaltung,02,Geschäftsleitung & Hauptverwaltung,020,,0200,Geschäftsleitung,Kopierer,Verwaltung & Finanzen,/einrichtung/0200,/posten/0200.6589,/themen/verwaltung_finanzen
0200.6610,A,verwaltung,0,Allgemeine Verwaltung,02,Geschäftsleitung & Hauptverwaltung,020,,0200,Geschäftsleitung,"Mitgliedsbeiträge an Verbände, Vereine und dgl.",Verwaltung & Finanzen,/einrichtung/0200,/posten/0200.6610,/themen/verwaltung_finanzen
0200.6760,A,verwaltung,0,Allgemeine Verwaltung,02,Geschäftsleitung & Hauptverwaltung,020,,0200,Geschäftsleitung,Erstattungen an sonstige öffentliche Sonderrechnungen,Verwaltung & Finanzen,/einrichtung/0200,/posten/0200.6760,/themen/verwaltung_finanzen
0200.6790,A,verwaltung,0,Allgemeine Verwaltung,02,Geschäftsleitung & Hauptverwaltung,020,,0200,Geschäftsleitung,Innere Verrechnungen Bauhof,Verwaltung & Finanzen,/einrichtung/0200,/posten/0200.6790,/themen/verwaltung_finanzen
0200.7110,A,verwaltung,0,Allgemeine Verwaltung,02,Geschäftsleitung & Hauptverwaltung,020,,0200,Geschäftsleitung,Zuweisungen für lfd. Zwecke an das Land,Verwaltung & Finanzen,/einrichtung/0200,/posten/0200.7110,/themen/verwaltung_finanzen
0200.9350,A,vermoegen,0,Allgemeine Verwaltung,02,Geschäftsleitung & Hauptverwaltung,020,,0200,Geschäftsleitung,Erwerb von beweglichen Sachen des Anlagevermögens,Verwaltung & Finanzen,/einrichtung/0200,/posten/0200.9350,/themen/verwaltung_finanzen
0221.1198,E,verwaltung,0,Allgemeine Verwaltung,02,Geschäftsleitung & Hauptverwaltung,022,,0221,Personalamt,Umsatzsteuer aus steuer- pflichtigen Entgelten,Verwaltung & Finanzen,/einrichtung/0221,/posten/0221.1198,/themen/verwaltung_finanzen
0221.1650,E,verwaltung,0,Allgemeine Verwaltung,02,Geschäftsleitung & Hauptverwaltung,022,,0221,Personalamt,Erstattungen durch kommunale Sonderrechnungen,Verwaltung & Finanzen,/einrichtung/0221,/posten/0221.1650,/themen/verwaltung_finanzen
0221.1651,E,verwaltung,0,Allgemeine Verwaltung,02,Geschäftsleitung & Hauptverwaltung,022,,0221,Personalamt,Verwaltungskostenbeitrag,Verwaltung & Finanzen,/einrichtung/0221,/posten/0221.1651,/themen/verwaltung_finanzen
0221.1692,E,verwaltung,0,Allgemeine Verwaltung,02,Geschäftsleitung & Hauptverwaltung,022,,0221,Personalamt,Innere Verrechnungen Verwaltungskostenbeiträge,Verwaltung & Finanzen,/einrichtung/0221,/posten/0221.1692,/themen/verwaltung_finanzen
0221.4140,A,verwaltung,0,Allgemeine Verwaltung,02,Geschäftsleitung & Hauptverwaltung,022,,0221,Personalamt,Entgelte für tariflich Be- schäftigte,Verwaltung & Finanzen,/einrichtung/0221,/posten/0221.4140,/themen/verwaltung_finanzen
0221.4340,A,verwaltung,0,Allgemeine Verwaltung,02,Geschäftsleitung & Hauptverwaltung,022,,0221,Personalamt,Beiträge zu Versorgungskassen 'Tariflich Beschäftigte',Verwaltung & Finanzen,/einrichtung/0221,/posten/0221.4340,/themen/verwaltung_finanzen
0221.4440,A,verwaltung,0,Allgemeine Verwaltung,02,Geschäftsleitung & Hauptverwaltung,022,,0221,Personalamt,Beiträge zur gesetzlichen Sozialversicherung 'Tariflich Beschäftigte',Verwaltung & Finanzen,/einrichtung/0221,/posten/0221.4440,/themen/verwaltung_finanzen
0221.4590,A,verwaltung,0,Allgemeine Verwaltung,02,Geschäftsleitung & Hauptverwaltung,022,,0221,Personalamt,"Beihilfen,Unterstützungen u.ä.",Verwaltung & Finanzen,/einrichtung/0221,/posten/0221.4590,/themen/verwaltung_finanzen
0221.5200,A,verwaltung,0,Allgemeine Verwaltung,02,Geschäftsleitung & Hauptverwaltung,022,,0221,Personalamt,Verwaltungs- und Zweck- ausstattung,Verwaltung & Finanzen,/einrichtung/0221,/posten/0221.5200,/themen/verwaltung_finanzen
0221.5620,A,verwaltung,0,Allgemeine Verwaltung,02,Geschäftsleitung & Hauptverwaltung,022,,0221,Personalamt,"Aus- und Fortbildung, Umschulung",Verwaltung & Finanzen,/einrichtung/0221,/posten/0221.5620,/themen/verwaltung_finanzen
0221.5622,A,verwaltung,0,Allgemeine Verwaltung,02,Geschäftsleitung & Hauptverwaltung,022,,0221,Personalamt,Fahrtkosten für Fortbildung,Verwaltung & Finanzen,/einrichtung/0221,/posten/0221.5622,/themen/verwaltung_finanzen
0221.6322,A,verwaltung,0,Allgemeine Verwaltung,02,Geschäftsleitung & Hauptverwaltung,022,,0221,Personalamt,EDV-Kosten an Dritte,Verwaltung & Finanzen,/einrichtung/0221,/posten/0221.6322,/themen/verwaltung_finanzen
0221.6410,A,verwaltung,0,Allgemeine Verwaltung,02,Geschäftsleitung & Hauptverwaltung,022,,0221,Personalamt,USt-Zahllast an das FA,Verwaltung & Finanzen,/einrichtung/0221,/posten/0221.6410,/themen/verwaltung_finanzen
0221.6500,A,verwaltung,0,Allgemeine Verwaltung,02,Geschäftsleitung & Hauptverwaltung,022,,0221,Personalamt,Bürobedarf,Verwaltung & Finanzen,/einrichtung/0221,/posten/0221.6500,/themen/verwaltung_finanzen
0221.6510,A,verwaltung,0,Allgemeine Verwaltung,02,Geschäftsleitung & Hauptverwaltung,022,,0221,Personalamt,"Bücher, Zeitschriften u.ä.",Verwaltung & Finanzen,/einrichtung/0221,/posten/0221.6510,/themen/verwaltung_finanzen
0221.6530,A,verwaltung,0,Allgemeine Verwaltung,02,Geschäftsleitung & Hauptverwaltung,022,,0221,Personalamt,"Öffentliche Bekanntmachungen, Amtsblatt",Verwaltung & Finanzen,/einrichtung/0221,/posten/0221.6530,/themen/verwaltung_finanzen
0221.6540,A,verwaltung,0,Allgemeine Verwaltung,02,Geschäftsleitung & Hauptverwaltung,022,,0221,Personalamt,Dienstreisen,Verwaltung & Finanzen,/einrichtung/0221,/posten/0221.6540,/themen/verwaltung_finanzen
0221.6550,A,verwaltung,0,Allgemeine Verwaltung,02,Geschäftsleitung & Hauptverwaltung,022,,0221,Personalamt,"Sachverständigenkosten, Gerichtskosten u.ä.",Verwaltung & Finanzen,/einrichtung/0221,/posten/0221.6550,/themen/verwaltung_finanzen
0221.6589,A,verwaltung,0,Allgemeine Verwaltung,02,Geschäftsleitung & Hauptverwaltung,022,,0221,Personalamt,Kopierer,Verwaltung & Finanzen,/einrichtung/0221,/posten/0221.6589,/themen/verwaltung_finanzen
0221.6610,A,verwaltung,0,Allgemeine Verwaltung,02,Geschäftsleitung & Hauptverwaltung,022,,0221,Personalamt,"Mitgliedsbeiträge an Verbände, Vereine und dgl.",Verwaltung & Finanzen,/einrichtung/0221,/posten/0221.6610,/themen/verwaltung_finanzen
0221.6790,A,verwaltung,0,Allgemeine Verwaltung,02,Geschäftsleitung & Hauptverwaltung,022,,0221,Personalamt,Innere Verrechnungen Bauhof,Verwaltung & Finanzen,/einrichtung/0221,/posten/0221.6790,/themen/verwaltung_finanzen
0221.9340,A,vermoegen,0,Allgemeine Verwaltung,02,Geschäftsleitung & Hauptverwaltung,022,,0221,Personalamt,Vermögenserwerb - Software,Verwaltung & Finanzen,/einrichtung/0221,/posten/0221.9340,/themen/verwaltung_finanzen
0221.9350,A,vermoegen,0,Allgemeine Verwaltung,02,Geschäftsleitung & Hauptverwaltung,022,,0221,Personalamt,Erwerb von beweglichen Sachen des Anlagevermögens,Verwaltung & Finanzen,/einrichtung/0221,/posten/0221.9350,/themen/verwaltung_finanzen
0301.1650,E,verwaltung,0,Allgemeine Verwaltung,03,Stadtkämmerei & Finanzverwaltung,030,,0301,Stadtkämmerei,Erstattungen durch kommunale Sonderrechnungen,Verwaltung & Finanzen,/einrichtung/0301,/posten/0301.1650,/themen/verwaltung_finanzen
0301.1651,E,verwaltung,0,Allgemeine Verwaltung,03,Stadtkämmerei & Finanzverwaltung,030,,0301,Stadtkämmerei,Verwaltungskostenbeitrag,Verwaltung & Finanzen,/einrichtung/0301,/posten/0301.1651,/themen/verwaltung_finanzen
0301.1692,E,verwaltung,0,Allgemeine Verwaltung,03,Stadtkämmerei & Finanzverwaltung,030,,0301,Stadtkämmerei,Innere Verrechnungen Verwaltungskostenbeiträge,Verwaltung & Finanzen,/einrichtung/0301,/posten/0301.1692,/themen/verwaltung_finanzen
0301.4107,A,verwaltung,0,Allgemeine Verwaltung,03,Stadtkämmerei & Finanzverwaltung,030,,0301,Stadtkämmerei,Beamtenbezüge -Verwaltungsdienst-,Verwaltung & Finanzen,/einrichtung/0301,/posten/0301.4107,/themen/verwaltung_finanzen
0301.4110,A,verwaltung,0,Allgemeine Verwaltung,03,Stadtkämmerei & Finanzverwaltung,030,,0301,Stadtkämmerei,,Verwaltung & Finanzen,/einrichtung/0301,/posten/0301.4110,/themen/verwaltung_finanzen
0301.4140,A,verwaltung,0,Allgemeine Verwaltung,03,Stadtkämmerei & Finanzverwaltung,030,,0301,Stadtkämmerei,Entgelte für tariflich Be- schäftigte,Verwaltung & Finanzen,/einrichtung/0301,/posten/0301.4140,/themen/verwaltung_finanzen
